"","District","Name","TEA","NCES","Charter","All.Math","All.Reading","Econ_Dis.Math","Econ_Dis.Reading","Female.Math","Female.Reading","Male.Math","Male.Reading","At_Risk.Math","At_Risk.Reading","Special.Math","Special.Reading"
"553",216901,"STERLING CITY ISD","H","43","N","30","48","7","27","44","63","9","27","10","10","17","33"
"554",218901,"SONORA ISD","H","33","N","46","42","44","36","52","48","41","37","33","17","33","33"
"555",220811,"EAST FORT WORTH MONTESSORI ACADEMY","I","11","Y","26","42","22","39","15","31","33","50","14","43","20","40"
"556",220815,"CHAPEL HILL ACADEMY","I","11","Y","38","43","29","35","41","52","33","31","36","29","0","0"
"557",220817,"NEWMAN INTERNATIONAL ACADEMY OF AR","I","11","Y","44","42","42","38","40","41","50","43","32","24","29","14"
"558",220819,"HIGH POINT ACADEMY","I","21","Y","29","38","30","34","24","40","34","36","18","29","0","0"
"559",220901,"ARLINGTON ISD","A","11","N","40","38","36","32","39","40","42","35","30","25","22","19"
"560",220902,"BIRDVILLE ISD","B","21","N","50","46","43","39","49","50","52","43","41","35","34","33"
"561",220904,"EVERMAN ISD","B","21","N","41","35","39","34","42","39","40","30","36","30","17","17"
"562",220905,"FORT WORTH ISD","A","11","N","34","34","30","29","33","37","35","31","33","32","28","26"
"563",220906,"GRAPEVINE-COLLEYVILLE ISD","B","13","N","64","61","43","42","64","65","65","58","45","42","42","37"
"564",220907,"KELLER ISD","B","11","N","63","58","46","39","61","61","66","54","39","29","40","35"
"565",220908,"MANSFIELD ISD","B","21","N","61","57","51","46","62","62","60","52","45","38","26","23"
"566",220910,"LAKE WORTH ISD","B","21","N","23","24","22","24","28","31","17","16","17","21","9","9"
"567",220912,"CROWLEY ISD","B","11","N","45","40","42","36","44","43","45","36","36","28","30","26"
"568",220914,"KENNEDALE ISD","B","21","N","61","54","51","40","58","60","64","49","66","50","35","24"
"569",220915,"AZLE ISD","B","21","N","51","46","42","36","49","49","54","42","32","23","34","28"
"570",220916,"HURST-EULESS-BEDFORD ISD","B","21","N","56","51","46","42","54","55","57","47","37","30","33","29"
"571",220917,"CASTLEBERRY ISD","B","21","N","37","37","34","35","33","43","41","32","30","30","10","10"
"572",220918,"EAGLE MT-SAGINAW ISD","B","11","N","44","41","36","33","41","41","46","40","26","20","25","24"
"573",220919,"CARROLL ISD","B","21","N","89","87","50","63","90","89","88","86","68","62","71","71"
"574",220920,"WHITE SETTLEMENT ISD","B","41","N","52","52","44","43","53","58","50","46","34","37","35","33"
"575",221801,"TEXAS COLLEGE PREPARATORY ACADEMIE","I","21","Y","48","49","34","36","46","51","51","48","30","27","24","16"
"576",221901,"ABILENE ISD","C","12","N","38","37","31","27","33","37","44","36","22","17","26","21"
"577",221904,"MERKEL ISD","D","42","N","42","38","40","33","34","37","54","38","22","22","18","18"
"578",221911,"JIM NED CISD","F","42","N","56","71","56","78","56","73","56","69","27","53","23","62"
"579",221912,"WYLIE ISD","D","12","N","67","60","58","45","66","63","68","57","40","33","38","31"
"580",223901,"BROWNFIELD ISD","G","32","N","30","31","25","28","32","34","28","28","5","8","33","33"
"581",225902,"MOUNT PLEASANT ISD","E","33","N","64","57","60","54","60","59","68","54","59","53","38","27"
"582",225906,"CHAPEL HILL ISD","G","42","N","39","76","31","62","31","81","48","70","20","60","17","33"
"583",226801,"TEXAS LEADERSHIP","I","12","Y","30","28","24","22","26","31","33","26","11","9","38","31"
"584",226903,"SAN ANGELO ISD","C","12","N","41","36","31","25","43","42","40","30","17","10","34","24"
"585",226906,"WALL ISD","D","41","N","80","66","75","31","74","61","86","73","47","18","70","60"
"586",226907,"GRAPE CREEK ISD","D","41","N","28","24","24","16","23","30","33","18","17","7","16","21"
"587",227803,"WAYSIDE SCHOOLS","I","11","Y","37","32","29","22","42","42","33","23","34","26","21","21"
"588",227804,"NYOS CHARTER SCHOOL","I","11","Y","49","63","21","42","47","66","50","59","25","46","0","20"
"589",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)","I","11","Y","42","38","32","27","36","40","47","37","31","25","21","16"
"590",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","I","11","Y","50","55","23","27","53","53","48","57","22","33","0","0"
"591",227820,"KIPP TEXAS PUBLIC SCHOOLS","I","11","Y","45","40","43","38","43","44","46","36","42","36","30","26"
"592",227821,"AUSTIN DISCOVERY SCHOOL","I","11","Y","32","48","43","57","35","61","30","37","14","43","13","38"
"593",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","I","11","Y","14","5","13","4","13","5","16","5","12","1","0","0"
"594",227901,"AUSTIN ISD","A","11","N","54","51","39","34","52","54","55","49","42","36","30","26"
"595",227904,"PFLUGERVILLE ISD","B","21","N","47","48","32","35","45","49","49","46","26","25","26","23"
"596",227907,"MANOR ISD","B","41","N","41","35","38","30","39","38","43","32","36","30","30","28"
"597",227909,"EANES ISD","B","21","N","75","72","59","47","76","78","74","66","55","39","42","32"
"598",227910,"DEL VALLE ISD","B","41","N","29","28","28","27","28","32","30","24","23","22","25","19"
"599",227912,"LAGO VISTA ISD","G","31","N","57","64","30","30","48","62","67","67","26","30","38","50"
"600",227913,"LAKE TRAVIS ISD","B","21","N","66","63","42","40","63","67","69","60","50","34","31","23"
"601",228901,"GROVETON ISD","H","43","N","54","35","39","25","48","30","60","40","33","0","50","25"
"602",228903,"TRINITY ISD","G","41","N","39","36","38","32","29","29","48","41","16","14","11","22"
"603",229901,"COLMESNEIL ISD","F","42","N","59","41","50","25","50","39","67","43","36","21","20","0"
"604",229903,"WOODVILLE ISD","G","33","N","21","23","12","12","29","25","14","22","5","5","5","5"
"605",230901,"BIG SANDY ISD","H","42","N","32","48","34","51","39","57","23","36","5","10","0","0"
"606",230902,"GILMER ISD","D","41","N","45","38","37","34","41","40","48","37","32","17","50","50"
"607",230903,"ORE CITY ISD","G","42","N","56","33","54","33","47","28","65","39","37","13","40","20"
"608",230905,"HARMONY ISD","E","42","N","57","34","48","20","47","41","67","28","29","6","33","0"
"609",230906,"NEW DIANA ISD","D","42","N","78","72","71","63","74","70","82","73","50","40","40","40"
"610",231901,"MCCAMEY ISD","H","43","N","34","29","28","21","18","29","48","29","20","17","40","40"
"611",232903,"UVALDE CISD","E","33","N","29","28","27","26","26","28","33","27","20","15","30","22"
"612",233901,"SAN FELIPE-DEL RIO CISD","E","33","N","32","32","26","24","32","37","32","27","21","18","19","22"
"613",234902,"CANTON ISD","E","32","N","71","55","65","44","68","52","74","57","46","15","54","15"
"614",234903,"EDGEWOOD ISD","G","42","N","55","64","50","65","53","71","58","58","44","56","43","71"
"615",234904,"GRAND SALINE ISD","G","32","N","44","36","40","31","47","36","41","37","28","14","13","13"
"616",234905,"MARTINS MILL ISD","H","42","N","30","49","21","42","24","41","35","55","11","11","0","0"
"617",234906,"VAN ISD","D","32","N","42","30","38","23","38","33","47","27","27","7","26","11"
"618",234907,"WILLS POINT ISD","D","32","N","30","31","25","28","34","40","25","22","8","21","7","21"
"619",235901,"BLOOMINGTON ISD","H","42","N","21","15","18","16","17","9","24","18","21","5","25","13"
"620",235902,"VICTORIA ISD","E","13","N","36","34","29","27","37","39","36","29","24","19","26","19"
"621",236901,"NEW WAVERLY ISD","G","41","N","64","55","56","49","52","55","75","56","52","43","33","17"
"622",236902,"HUNTSVILLE ISD","E","32","N","39","32","33","27","34","32","44","32","26","16","31","31"
"623",237902,"HEMPSTEAD ISD","G","32","N","23","15","20","13","24","15","22","15","31","20","14","14"
"624",237904,"WALLER ISD","E","42","N","53","42","49","36","53","43","53","40","45","29","28","24"
"625",237905,"ROYAL ISD","D","41","N","38","35","37","35","39","42","37","28","38","34","24","29"
"626",238902,"MONAHANS-WICKETT-PYOTE ISD","D","32","N","46","32","44","26","42","38","51","27","30","23","48","39"
"627",239901,"BRENHAM ISD","E","32","N","48","38","36","25","51","43","46","33","26","13","31","25"
"628",240901,"LAREDO ISD","D","11","N","58","50","57","49","59","55","57","45","51","42","45","39"
"629",240903,"UNITED ISD","C","11","N","54","47","51","42","53","50","56","43","39","28","29","25"
"630",241901,"BOLING ISD","D","42","N","26","28","13","19","15","30","34","26","17","13","17","33"
"631",241902,"EAST BERNARD ISD","D","42","N","60","35","44","22","44","28","70","40","36","14","50","40"
"632",241903,"EL CAMPO ISD","E","32","N","61","47","54","41","64","51","56","42","41","22","28","33"
"633",241904,"WHARTON ISD","G","32","N","26","29","26","30","26","30","27","28","19","16","33","27"
"634",241906,"LOUISE ISD","H","42","N","15","26","16","26","12","29","18","23","11","6","0","0"
"635",243901,"BURKBURNETT ISD","D","31","N","44","40","37","38","38","41","48","40","20","17","32","24"
"636",243903,"IOWA PARK CISD","D","31","N","55","52","44","42","41","47","67","57","45","45","29","24"
"637",243905,"WICHITA FALLS ISD","C","12","N","37","34","25","21","35","36","39","32","19","18","22","21"
"638",243906,"CITY VIEW ISD","D","12","N","29","27","21","23","28","33","31","19","18","11","22","11"
"639",244903,"VERNON ISD","G","33","N","28","22","28","21","31","28","24","16","24","15","30","20"
"640",245903,"RAYMONDVILLE ISD","D","32","N","42","43","41","40","27","32","53","53","29","25","36","36"
"641",246801,"MERIDIAN WORLD SCHOOL LLC","I","12","Y","63","59","30","43","64","72","61","48","54","54","33","33"
"642",246902,"FLORENCE ISD","G","42","N","42","43","30","29","46","49","38","38","15","15","11","11"
"643",246904,"GEORGETOWN ISD","C","13","N","35","37","17","20","34","42","36","33","11","13","26","20"
"644",246906,"HUTTO ISD","D","21","N","47","40","35","33","46","43","48","37","30","31","42","39"
"645",246907,"JARRELL ISD","D","42","N","21","23","14","22","15","28","27","18","9","16","7","20"
"646",246908,"LIBERTY HILL ISD","D","41","N","52","55","23","32","50","60","54","50","16","16","23","23"
"647",246909,"ROUND ROCK ISD","B","12","N","63","61","35","33","62","64","65","58","30","21","30","25"
"648",246911,"TAYLOR ISD","D","31","N","32","33","26","27","30","35","33","30","21","21","16","16"
"649",246912,"THRALL ISD","H","42","N","47","44","38","31","44","44","50","45","25","19","29","14"
"650",246913,"LEANDER ISD","B","21","N","56","57","35","35","53","59","59","55","39","36","28","27"
"651",247901,"FLORESVILLE ISD","E","32","N","37","33","32","28","37","34","37","32","20","13","6","6"
"652",247903,"LA VERNIA ISD","E","42","N","61","47","44","29","54","49","66","45","43","28","36","32"
"653",247904,"POTH ISD","H","42","N","34","48","19","29","32","45","36","50","5","16","22","11"
"654",247906,"STOCKDALE ISD","H","42","N","41","48","28","36","43","50","38","44","25","38","33","33"
"655",248901,"KERMIT ISD","D","32","N","18","26","18","26","20","25","15","27","11","21","0","0"
"656",249901,"ALVORD ISD","H","42","N","76","52","77","50","69","46","78","54","42","32","17","17"
"657",249902,"BOYD ISD","G","42","N","32","32","34","30","35","41","30","26","23","20","38","38"
"658",249903,"BRIDGEPORT ISD","G","41","N","32","32","25","25","29","38","37","26","20","17","21","16"
"659",249905,"DECATUR ISD","E","32","N","44","41","38","31","42","49","46","34","23","18","26","18"
"660",249906,"PARADISE ISD","G","42","N","68","42","48","22","64","40","73","43","54","8","33","17"
"661",250903,"MINEOLA ISD","E","32","N","33","27","29","25","30","27","36","27","20","12","0","0"
"662",250904,"QUITMAN ISD","E","32","N","61","48","63","46","52","39","73","61","47","29","36","14"
"663",250906,"ALBA-GOLDEN ISD","H","42","N","29","35","23","35","28","41","30","26","14","10","17","33"
"664",250907,"WINNSBORO ISD","E","32","N","51","42","42","36","49","44","52","40","27","27","30","20"
"665",251901,"DENVER CITY ISD","G","33","N","37","29","27","23","32","33","41","24","26","13","22","22"
"666",252901,"GRAHAM ISD","G","33","N","42","42","34","36","34","45","48","40","30","25","33","40"
"667",252903,"OLNEY ISD","H","32","N","35","51","33","50","18","55","48","48","19","31","14","29"
"668",253901,"ZAPATA COUNTY ISD","D","33","N","56","43","52","38","58","49","54","38","39","23","22","22"
"669",254901,"CRYSTAL CITY ISD","G","33","N","27","30","24","26","27","40","28","17","11","13","17","11"
"670",254902,"LA PRYOR ISD","H","43","N","33","42","31","41","37","47","29","35","30","40","33","33"
