DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'061912,42,30,42,46,80,60,-1,-1,48,47,18,12,40,35,49,52,41,31,.,.,33,11,47,43,30,24,29,26,56,61,53,51,37,36,41,29
'061914,39,41,56,56,71,63,-1,-1,42,44,39,43,32,36,39,48,36,41,-1,-1,36,39,45,40,27,26,29,32,46,45,44,44,38,43,47,33
'062901,60,40,-1,-1,-1,-1,.,.,39,37,45,27,29,29,28,32,31,34,.,.,60,40,51,42,23,21,38,33,50,43,39,33,39,52,-1,-1
'062902,.,.,.,.,.,.,.,.,42,42,.,.,40,40,50,50,-1,-1,.,.,.,.,-1,-1,20,20,-1,-1,44,44,36,36,-1,-1,.,.
'062903,42,19,-1,-1,.,.,.,.,48,29,40,20,44,24,40,27,41,24,.,.,32,9,54,31,25,11,15,15,68,48,48,30,47,26,-1,-1
'062904,-1,-1,.,.,.,.,.,.,26,17,-1,-1,17,10,15,20,25,4,.,.,-1,-1,35,15,5,10,33,17,29,33,28,19,20,10,-1,-1
'062905,-1,-1,.,.,.,.,.,.,85,38,.,.,86,57,100,67,100,57,.,.,-1,-1,71,14,-1,-1,-1,-1,67,17,100,40,75,38,-1,-1
'062906,.,.,.,.,.,.,.,.,65,65,.,.,50,63,57,57,-1,-1,.,.,.,.,70,70,43,43,.,.,71,64,64,64,-1,-1,-1,-1
'063903,.,.,-1,-1,.,.,.,.,33,47,.,.,25,38,0,17,-1,-1,.,.,.,.,56,67,-1,-1,-1,-1,42,58,36,45,-1,-1,.,.
'063906,.,.,.,.,.,.,.,.,0,14,.,.,0,0,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'064903,43,29,-1,-1,.,.,.,.,51,46,-1,-1,45,37,55,51,50,44,.,.,43,29,48,40,35,28,11,22,-1,-1,54,48,41,32,-1,-1
'065901,.,.,.,.,.,.,.,.,67,64,-1,-1,59,47,50,63,33,83,.,.,.,.,82,65,69,50,38,25,75,63,64,72,75,38,-1,-1
'065902,-1,-1,.,.,.,.,.,.,63,50,.,.,63,50,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,60,40,40,20,-1,-1,.,.
'066005,-1,-1,.,.,.,.,.,.,33,17,.,.,33,17,-1,-1,33,17,.,.,-1,-1,-1,-1,40,20,-1,-1,.,.,40,20,-1,-1,.,.
'066901,-1,-1,.,.,.,.,.,.,55,45,.,.,56,39,56,56,55,45,.,.,-1,-1,55,36,29,0,-1,-1,.,.,59,47,-1,-1,.,.
'066902,.,.,.,.,.,.,.,.,29,31,.,.,28,30,19,24,29,31,.,.,.,.,41,39,15,11,30,30,-1,-1,29,28,29,47,-1,-1
'066903,40,40,.,.,.,.,.,.,23,19,.,.,22,11,19,19,20,18,-1,-1,40,40,27,19,15,7,25,13,-1,-1,21,21,40,0,.,.
'067902,.,.,-1,-1,-1,-1,.,.,41,54,-1,-1,26,26,21,53,0,20,.,.,.,.,51,54,7,14,13,13,46,59,39,54,46,54,-1,-1
'067903,25,25,.,.,.,.,.,.,52,49,.,.,43,39,51,44,43,29,.,.,25,25,53,53,44,32,38,50,56,56,58,55,29,24,-1,-1
'067904,-1,-1,-1,-1,.,.,.,.,47,35,.,.,36,27,0,40,-1,-1,.,.,-1,-1,67,33,25,13,-1,-1,42,33,47,35,.,.,-1,-1
'067907,-1,-1,.,.,.,.,.,.,15,36,-1,-1,16,40,13,33,20,40,-1,-1,-1,-1,17,39,0,20,17,50,14,38,13,36,18,36,-1,-1
'067908,-1,-1,.,.,.,.,.,.,55,64,.,.,50,50,57,86,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,63,75,50,75,-1,-1,.,.
'068802,.,.,.,.,.,.,.,.,53,53,-1,-1,54,62,45,45,52,48,.,.,.,.,61,60,-1,-1,22,11,56,56,51,57,59,41,-1,-1
'068803,.,.,-1,-1,-1,-1,.,.,44,48,.,.,20,20,46,54,32,36,.,.,.,.,43,43,-1,-1,-1,-1,47,53,50,58,35,30,-1,-1
'068901,39,41,48,45,70,74,22,11,35,35,18,20,30,29,36,37,35,33,-1,-1,39,41,35,32,26,27,22,21,40,42,36,35,33,33,30,25
'069901,-1,-1,.,.,.,.,.,.,11,36,.,.,0,16,0,45,5,20,.,.,-1,-1,18,29,11,11,-1,-1,25,75,5,32,33,50,-1,-1
'069902,.,.,.,.,.,.,.,.,57,50,.,.,29,43,-1,-1,67,50,.,.,.,.,55,55,-1,-1,.,.,50,50,60,50,-1,-1,.,.
'070801,20,24,-1,-1,.,.,.,.,16,20,6,11,16,20,12,20,19,23,-1,-1,20,24,20,20,13,16,0,0,22,22,12,19,23,22,-1,-1
'070901,-1,-1,.,.,.,.,.,.,58,54,-1,-1,53,40,56,56,44,56,.,.,-1,-1,67,50,-1,-1,-1,-1,71,57,60,55,-1,-1,.,.
'070903,42,36,38,25,-1,-1,-1,-1,46,43,33,29,43,38,42,47,44,40,.,.,32,27,49,40,24,17,32,26,57,60,47,43,39,45,14,21
'070905,40,43,-1,-1,-1,-1,-1,-1,47,43,33,11,46,43,42,39,45,40,.,.,38,41,51,47,42,42,22,13,53,56,46,42,48,43,-1,-1
'070907,17,17,.,.,.,.,.,.,33,28,17,17,29,26,30,26,33,33,.,.,17,17,37,32,11,11,-1,-1,36,28,33,31,30,20,.,.
'070908,33,35,72,47,67,67,.,.,56,47,22,31,33,27,57,50,43,41,.,.,33,35,55,45,26,23,33,28,63,51,57,47,53,47,50,50
'070909,0,0,.,.,.,.,.,.,5,10,-1,-1,6,13,0,0,0,0,.,.,0,0,10,20,0,0,-1,-1,13,13,7,14,0,0,.,.
'070910,-1,-1,.,.,-1,-1,.,.,56,49,-1,-1,53,50,53,48,55,41,.,.,-1,-1,59,51,25,13,54,38,57,49,56,51,54,46,-1,-1
'070911,31,28,57,57,-1,-1,.,.,44,43,41,40,39,35,42,46,39,37,-1,-1,30,27,46,40,28,21,27,31,51,50,43,41,48,45,33,33
'070912,38,33,71,79,100,100,-1,-1,55,53,40,43,40,41,55,57,48,44,-1,-1,38,33,54,49,35,24,31,29,61,61,56,54,52,50,50,71
'070915,17,17,-1,-1,-1,-1,.,.,55,48,-1,-1,50,37,65,63,50,50,.,.,17,17,45,33,21,11,-1,-1,56,44,56,47,52,52,50,67
'071801,69,63,-1,-1,.,.,.,.,62,56,57,43,57,49,53,51,60,60,.,.,69,63,73,64,62,57,33,50,67,44,62,57,61,56,.,.
'071803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'071804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'071806,44,39,-1,-1,.,.,.,.,46,37,53,27,43,33,49,43,44,35,.,.,44,39,44,32,38,31,36,22,68,68,48,41,43,28,36,18
'071807,24,19,.,.,.,.,.,.,26,22,.,.,23,18,15,15,26,22,.,.,24,19,40,30,24,19,-1,-1,.,.,35,29,0,0,.,.
'071809,59,52,.,.,.,.,.,.,58,54,-1,-1,56,53,50,60,56,53,.,.,59,52,63,50,63,58,-1,-1,-1,-1,72,66,38,38,-1,-1
'071810,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'071901,43,31,-1,-1,.,.,.,.,46,36,-1,-1,45,33,45,37,46,35,40,20,42,31,48,34,39,27,28,28,57,57,48,35,38,37,42,19
'071902,44,42,51,51,82,71,53,41,48,46,42,46,42,40,44,48,45,44,-1,-1,44,42,51,45,37,35,31,30,66,61,48,46,48,47,49,35
'071903,58,47,.,.,.,.,.,.,54,46,.,.,54,44,56,51,54,46,.,.,58,47,52,42,50,40,21,8,.,.,53,44,56,61,80,60
'071904,45,39,.,.,.,.,.,.,50,42,.,.,49,41,49,40,50,41,.,.,45,39,52,43,45,37,29,38,-1,-1,48,39,62,55,60,60
'071905,52,46,-1,-1,80,100,40,80,57,48,43,53,53,44,56,51,57,48,-1,-1,52,46,58,45,44,38,36,30,65,52,58,48,51,46,58,47
'071906,27,18,-1,-1,.,.,.,.,35,35,.,.,35,35,38,33,34,34,.,.,27,18,32,36,18,14,0,0,-1,-1,41,31,18,45,-1,-1
'071907,49,53,-1,-1,-1,-1,-1,-1,54,53,60,80,48,45,60,59,53,53,.,.,49,53,50,49,41,41,26,28,68,45,53,51,60,61,59,53
'071908,35,20,.,.,.,.,.,.,44,31,.,.,40,26,42,35,44,31,.,.,35,20,46,25,36,19,-1,-1,.,.,48,34,22,11,-1,-1
'071909,55,41,59,64,88,71,50,50,55,49,59,51,52,45,54,53,55,49,-1,-1,53,40,57,45,42,33,35,32,65,54,56,49,54,49,53,42
'072801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'072802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'072901,-1,-1,.,.,.,.,.,.,94,41,.,.,93,29,92,33,90,40,.,.,-1,-1,100,60,-1,-1,.,.,100,43,91,36,100,50,.,.
'072902,97,93,-1,-1,-1,-1,.,.,89,88,.,.,89,89,80,87,92,86,.,.,96,93,95,89,91,89,86,71,81,90,90,87,86,93,-1,-1
'072903,37,37,-1,-1,-1,-1,.,.,61,52,-1,-1,45,36,58,50,47,34,.,.,37,37,63,54,33,25,51,46,68,63,62,55,53,40,.,.
'072904,-1,-1,.,.,.,.,.,.,31,31,.,.,22,22,29,14,-1,-1,.,.,-1,-1,33,44,.,.,.,.,27,27,20,20,36,36,.,.
'072908,.,.,.,.,.,.,.,.,45,41,.,.,50,33,38,38,-1,-1,.,.,.,.,56,44,-1,-1,.,.,50,44,44,33,-1,-1,.,.
'072909,40,40,.,.,.,.,.,.,41,53,.,.,38,25,63,38,33,44,.,.,-1,-1,22,67,40,40,-1,-1,50,63,33,58,60,40,-1,-1
'072910,.,.,.,.,.,.,.,.,57,86,.,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,67,100,60,100,-1,-1,.,.
'073901,45,27,.,.,.,.,.,.,52,42,64,55,50,40,50,39,44,31,.,.,45,27,54,46,43,30,-1,-1,-1,-1,65,45,27,36,-1,-1
'073903,20,0,.,.,.,.,.,.,21,13,21,15,21,13,18,11,25,10,.,.,20,0,24,15,13,0,0,0,-1,-1,23,13,15,15,-1,-1
'073904,.,.,-1,-1,.,.,.,.,72,44,.,.,-1,-1,60,60,.,.,.,.,.,.,88,25,-1,-1,-1,-1,71,47,71,41,-1,-1,-1,-1
'073905,-1,-1,-1,-1,.,.,.,.,26,38,20,20,27,37,22,43,62,62,.,.,-1,-1,32,32,5,19,0,29,6,24,35,39,0,36,-1,-1
'074903,11,11,15,15,-1,-1,.,.,41,39,0,13,33,32,38,36,36,30,.,.,11,11,44,42,7,17,27,20,53,52,42,40,38,38,-1,-1
'074904,-1,-1,.,.,.,.,.,.,52,45,.,.,42,42,64,43,-1,-1,.,.,-1,-1,41,47,-1,-1,-1,-1,52,45,54,42,43,57,-1,-1
'074905,.,.,.,.,.,.,.,.,12,15,.,.,5,16,17,25,-1,-1,.,.,.,.,7,7,-1,-1,20,20,12,16,13,13,9,18,-1,-1
'074907,50,67,-1,-1,.,.,.,.,54,66,-1,-1,41,57,52,75,50,73,.,.,50,67,57,50,50,67,-1,20,61,61,52,64,60,70,.,.
'074909,-1,-1,-1,-1,.,.,.,.,42,43,-1,-1,30,27,43,43,36,36,-1,-1,-1,-1,40,44,9,9,17,33,44,44,40,40,44,50,-1,-1
'074911,.,.,-1,-1,.,.,.,.,61,61,.,.,60,67,50,67,-1,-1,.,.,.,.,73,55,33,50,-1,-1,58,58,62,54,60,70,-1,-1
'074912,-1,-1,.,.,.,.,.,.,59,56,.,.,43,29,41,47,60,40,.,.,-1,-1,80,67,-1,-1,-1,-1,59,59,73,80,47,35,-1,-1
'074917,-1,-1,-1,-1,.,.,.,.,69,50,-1,-1,56,39,82,59,60,60,.,.,-1,-1,58,42,36,29,-1,-1,69,45,67,48,78,56,-1,-1
'075901,13,25,.,.,.,.,.,.,55,45,-1,-1,45,28,44,44,43,26,.,.,0,0,64,45,30,10,-1,-1,69,69,52,42,67,56,.,.
'075902,21,17,-1,-1,-1,-1,.,.,45,41,38,38,20,14,42,47,23,21,.,.,17,13,48,36,14,9,21,29,63,56,43,37,64,71,-1,-1
'075903,38,38,.,.,.,.,.,.,46,28,31,8,43,24,30,22,46,33,.,.,38,38,59,33,34,24,58,42,62,38,51,32,22,11,-1,-1
'075906,-1,-1,.,.,.,.,.,.,44,44,.,.,-1,-1,56,56,-1,-1,.,.,-1,-1,33,33,33,17,.,.,44,44,44,44,-1,-1,.,.
'075908,0,0,.,.,.,.,.,.,30,50,.,.,17,33,30,60,14,14,.,.,0,0,30,40,0,11,-1,-1,38,69,38,50,-1,-1,-1,-1
'076903,-1,-1,.,.,.,.,.,.,33,42,.,.,55,64,42,58,22,44,.,.,-1,-1,25,25,-1,-1,-1,-1,40,40,29,43,-1,-1,-1,-1
'076904,.,.,-1,-1,.,.,.,.,70,50,-1,-1,75,50,58,42,57,43,.,.,.,.,88,63,-1,-1,-1,-1,73,64,58,50,88,50,.,.
'077901,50,17,.,.,.,.,.,.,41,16,-1,-1,38,13,37,11,37,13,.,.,50,17,44,20,19,5,-1,-1,60,20,44,18,20,0,.,.
'077902,-1,-1,.,.,.,.,.,.,31,17,.,.,14,14,33,17,14,10,.,.,-1,-1,29,18,6,0,0,0,75,38,25,13,60,40,-1,-1
'078901,-1,-1,-1,-1,.,.,.,.,21,14,-1,-1,9,9,27,18,17,0,.,.,-1,-1,-1,-1,0,0,-1,-1,33,33,22,11,20,20,-1,-1
'079901,63,50,78,73,81,71,100,100,65,56,61,53,55,45,65,61,57,46,29,43,62,49,65,53,50,40,32,26,74,68,66,57,60,53,69,54
'079906,44,42,-1,-1,-1,-1,.,.,55,54,75,38,41,42,53,61,41,43,.,.,39,37,57,47,32,32,30,37,67,66,54,53,60,60,44,56
'079907,56,49,62,62,81,75,60,65,58,56,41,39,39,36,57,59,42,41,55,52,47,38,60,53,42,37,34,30,70,68,60,57,52,50,56,51
'079910,45,41,0,60,80,70,.,.,42,38,44,40,38,34,41,42,38,31,.,.,45,41,43,33,33,28,19,19,-1,-1,44,40,39,32,-1,-1
'080901,52,28,40,20,.,.,.,.,45,23,-1,-1,41,18,46,23,46,24,-1,-1,52,28,45,23,48,28,0,0,47,25,45,24,47,20,60,0
'081902,58,67,-1,-1,-1,-1,.,.,45,47,12,41,34,43,40,48,45,38,.,.,-1,-1,52,46,26,11,33,11,51,51,47,45,38,57,.,.
'081904,45,27,.,.,.,.,.,.,54,45,60,20,47,40,48,39,52,40,.,.,45,27,58,50,36,31,71,57,54,51,55,46,45,36,-1,-1
'081905,-1,-1,.,.,.,.,.,.,43,46,-1,-1,30,41,26,47,50,38,.,.,-1,-1,61,44,0,0,-1,-1,44,52,37,48,60,40,.,.
'081906,.,.,.,.,.,.,.,.,5,15,-1,-1,8,23,8,25,-1,-1,.,.,.,.,0,0,-1,-1,-1,-1,0,13,10,20,0,10,.,.
'082902,.,.,.,.,.,.,.,.,50,27,.,.,44,20,50,17,49,24,.,.,.,.,50,33,0,0,22,22,-1,-1,50,24,50,40,-1,-1
'082903,15,23,.,.,.,.,.,.,31,32,.,.,31,32,29,32,30,32,.,.,15,23,32,32,23,23,36,55,-1,-1,31,31,25,44,60,60
'083901,29,6,.,.,.,.,.,.,31,24,-1,-1,33,21,22,22,29,19,.,.,29,6,39,26,23,10,20,20,63,63,34,23,20,30,.,.
'083902,-1,-1,.,.,.,.,.,.,50,40,.,.,50,33,17,17,-1,-1,.,.,-1,-1,-1,-1,20,40,.,.,50,50,57,57,-1,-1,-1,-1
'083903,47,26,-1,-1,.,.,.,.,54,46,-1,-1,53,38,45,47,42,35,.,.,47,26,63,46,35,19,28,34,65,59,51,45,66,54,-1,-1
'084802,16,16,-1,-1,-1,-1,-1,-1,27,24,15,15,23,12,21,16,24,17,.,.,13,13,32,32,13,13,60,60,38,46,26,22,29,29,-1,-1
'084804,.,.,-1,-1,-1,-1,.,.,8,15,0,13,5,10,7,13,17,0,.,.,.,.,9,18,0,14,-1,-1,-1,-1,8,17,7,14,-1,-1
'084901,52,34,29,24,67,60,-1,-1,53,43,40,42,47,35,52,48,52,38,-1,-1,47,28,53,38,39,25,37,27,61,53,54,43,48,43,55,25
'084902,66,50,-1,-1,90,70,.,.,56,46,47,37,52,39,58,52,58,43,.,.,67,49,54,40,52,42,32,34,59,59,56,46,58,47,70,40
'084903,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'084906,41,29,32,32,-1,-1,.,.,35,28,20,15,34,26,35,33,38,29,-1,-1,42,29,36,23,24,14,18,10,53,42,36,28,34,26,21,14
'084908,15,15,-1,-1,.,.,.,.,27,35,24,34,20,31,23,40,26,37,.,.,17,17,30,32,18,19,37,37,32,32,25,34,34,38,33,33
'084909,27,20,50,25,-1,-1,.,.,54,44,-1,-1,45,38,52,48,39,33,-1,-1,27,20,55,41,23,13,32,29,58,48,54,44,51,46,50,40
'084910,48,48,52,51,73,66,-1,-1,52,53,26,38,36,38,50,58,41,45,-1,-1,47,47,54,48,37,35,28,27,60,59,54,55,43,45,54,58
'084911,40,35,36,42,79,80,.,.,62,64,-1,-1,37,34,59,65,49,52,.,.,25,17,66,63,16,20,45,48,66,67,63,65,61,60,78,56
'085902,-1,-1,-1,-1,.,.,.,.,66,46,-1,-1,67,40,64,36,69,44,.,.,-1,-1,68,54,50,13,-1,-1,83,58,63,46,78,44,-1,-1
'085903,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.
'086024,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,.,.
'086901,41,49,.,.,.,.,.,.,54,51,.,.,41,40,55,54,41,40,.,.,41,49,53,48,37,43,15,12,72,66,52,49,70,67,.,.
'086902,.,.,.,.,.,.,.,.,58,50,.,.,62,46,57,61,-1,-1,.,.,.,.,62,31,33,20,-1,-1,62,53,53,47,83,67,-1,-1
'087901,-1,-1,.,.,.,.,.,.,86,55,.,.,78,44,85,54,75,42,.,.,-1,-1,89,56,-1,-1,-1,-1,100,70,88,53,80,60,-1,-1
'088902,-1,-1,.,.,-1,-1,.,.,40,34,0,0,31,24,52,39,35,31,.,.,-1,-1,29,31,24,13,17,8,53,45,40,35,38,31,-1,-1
'089901,41,24,.,.,.,.,.,.,47,35,20,10,40,32,44,34,39,31,-1,-1,40,23,49,37,35,20,31,23,66,49,48,36,33,29,0,0
'089903,14,0,-1,-1,.,.,.,.,32,32,-1,-1,36,32,32,29,31,29,.,.,14,0,33,38,24,12,25,17,36,45,34,30,25,42,-1,-1
'089905,-1,-1,.,.,.,.,.,.,6,22,-1,-1,7,20,8,17,6,25,.,.,-1,-1,0,33,20,20,-1,-1,.,.,7,27,-1,-1,.,.
'090902,.,.,.,.,-1,-1,.,.,56,11,.,.,67,17,-1,-1,-1,-1,.,.,.,.,43,0,-1,-1,.,.,43,14,57,14,-1,-1,.,.
'090903,.,.,-1,-1,.,.,.,.,13,20,-1,-1,17,25,17,17,20,40,.,.,.,.,11,22,-1,-1,-1,-1,13,13,17,25,-1,-1,.,.
'090904,42,25,-1,-1,-1,-1,.,.,48,40,11,11,42,32,44,40,43,32,.,.,42,25,52,40,28,15,31,31,56,50,52,42,28,28,17,17
'090905,.,.,.,.,.,.,.,.,29,29,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,29,29,33,33,-1,-1,.,.
'091901,-1,-1,-1,-1,.,.,.,.,44,31,.,.,29,18,50,50,13,0,.,.,-1,-1,39,13,0,0,-1,-1,48,38,46,32,40,30,-1,-1
'091902,-1,-1,-1,-1,.,.,.,.,29,32,-1,-1,29,6,33,42,20,40,.,.,-1,-1,26,26,10,20,-1,-1,33,33,33,37,-1,-1,-1,-1
'091903,30,35,59,45,-1,-1,.,.,47,45,36,21,40,39,41,45,37,38,-1,-1,27,32,54,46,18,20,39,35,51,51,51,48,33,36,50,43
'091905,33,39,-1,-1,.,.,.,.,57,58,.,.,39,54,52,59,35,39,.,.,33,39,62,57,40,38,50,40,64,64,66,61,37,52,-1,-1
'091906,41,36,33,30,45,32,.,.,39,40,24,24,38,36,37,42,43,41,20,40,40,35,42,39,33,29,24,26,41,48,40,41,35,36,33,17
'091907,80,40,-1,-1,.,.,.,.,72,55,-1,-1,79,36,82,71,89,56,.,.,80,40,67,47,50,30,38,25,67,53,79,56,54,54,-1,-1
'091908,50,67,-1,-1,-1,-1,.,.,50,52,-1,-1,29,32,53,54,43,50,.,.,50,67,47,49,14,21,33,17,53,53,54,53,38,48,-1,-1
'091909,30,30,40,40,.,.,.,.,49,45,.,.,39,35,36,46,40,40,-1,-1,30,30,59,44,28,19,21,21,53,48,47,46,56,41,44,22
'091910,60,0,0,20,.,.,.,.,36,33,-1,-1,23,7,47,47,38,0,.,.,60,0,31,25,25,0,20,20,45,45,35,30,44,44,-1,-1
'091913,.,.,-1,-1,.,.,.,.,54,43,.,.,49,39,45,41,-1,-1,-1,-1,.,.,63,46,34,14,20,30,54,44,58,47,42,33,-1,-1
'091914,-1,-1,-1,-1,-1,-1,.,.,57,59,.,.,50,47,52,56,63,25,.,.,-1,-1,63,63,29,35,20,40,55,64,59,59,50,63,.,.
'091917,40,10,-1,-1,.,.,.,.,61,44,-1,-1,46,17,58,42,38,8,.,.,40,10,64,47,30,9,40,0,66,55,63,44,56,44,-1,-1
'091918,-1,-1,-1,-1,.,.,.,.,90,51,-1,-1,89,44,83,50,80,40,.,.,-1,-1,95,52,86,43,-1,-1,90,55,92,48,86,57,-1,-1
'092801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092901,24,41,18,18,.,.,.,.,25,35,17,33,19,31,17,49,30,40,.,.,24,41,30,26,18,27,30,30,28,36,28,40,18,21,-1,-1
'092902,30,40,33,32,-1,-1,.,.,40,39,23,27,37,38,37,42,35,43,.,.,30,40,42,37,30,29,30,27,47,40,40,38,40,45,50,38
'092903,54,46,64,41,89,78,-1,-1,54,46,43,33,46,37,50,47,54,47,-1,-1,54,45,58,45,44,36,43,37,70,65,57,47,43,38,86,57
'092904,58,32,59,59,-1,-1,.,.,45,37,23,26,38,30,43,35,50,32,.,.,58,32,47,39,35,23,25,26,53,47,52,40,26,27,-1,-1
'092906,54,38,100,100,.,.,.,.,65,51,33,0,60,46,64,53,50,41,.,.,54,38,66,49,50,31,40,30,71,55,72,57,43,30,-1,-1
'092907,33,33,60,80,-1,-1,.,.,50,57,28,24,29,36,55,64,35,42,-1,-1,33,33,46,50,25,28,36,36,61,71,49,58,54,54,17,17
'092908,20,20,71,71,-1,-1,.,.,57,42,-1,-1,56,35,52,43,17,17,-1,-1,20,20,61,40,29,21,29,21,61,43,59,41,48,43,60,40
'093901,57,14,-1,-1,-1,-1,.,.,69,46,-1,-1,56,32,68,57,69,31,.,.,57,14,71,33,54,17,40,40,70,52,59,38,100,69,-1,-1
'093903,.,.,.,.,.,.,.,.,71,49,-1,-1,62,38,80,55,50,50,.,.,.,.,60,40,54,15,20,20,84,52,68,48,80,50,.,.
'093904,40,34,20,20,-1,-1,.,.,37,32,11,11,33,27,29,38,38,33,-1,-1,38,32,43,28,31,27,17,17,53,47,35,34,44,22,-1,-1
'093905,-1,-1,.,.,.,.,.,.,82,73,-1,-1,88,75,-1,-1,-1,-1,.,.,-1,-1,71,57,-1,-1,-1,-1,78,67,86,71,-1,-1,-1,-1
'094901,25,21,14,29,-1,-1,.,.,36,35,32,27,30,29,36,36,32,31,-1,-1,18,18,36,33,18,18,20,18,52,47,35,34,41,38,-1,-1
'094902,20,34,56,52,54,31,67,67,48,46,39,36,35,36,43,48,44,44,-1,-1,20,34,52,45,12,10,21,19,53,51,49,47,45,44,38,29
'094903,64,45,-1,-1,-1,-1,.,.,60,59,-1,-1,39,45,56,59,46,42,-1,-1,33,17,64,58,24,18,45,64,73,76,60,57,60,63,67,50
'094904,80,60,-1,-1,-1,-1,.,.,51,37,-1,-1,43,33,53,43,32,29,.,.,80,60,50,31,18,14,18,0,63,43,55,36,43,39,-1,-1
'095901,-1,-1,-1,-1,.,.,.,.,64,47,-1,-1,43,25,64,52,52,33,.,.,-1,-1,65,44,36,20,33,17,87,74,67,48,55,45,-1,-1
'095902,.,.,.,.,.,.,.,.,55,36,.,.,50,38,80,40,-1,-1,.,.,.,.,33,33,43,14,-1,-1,43,14,-1,-1,43,14,.,.
'095903,0,13,.,.,.,.,.,.,40,35,-1,-1,34,32,48,39,35,32,-1,-1,0,13,26,26,16,8,-1,-1,53,40,38,27,47,53,-1,-1
'095904,-1,-1,-1,-1,.,.,.,.,48,38,.,.,33,40,50,50,36,43,.,.,-1,-1,47,33,-1,-1,-1,-1,67,33,43,50,57,14,-1,-1
'095905,42,24,40,20,-1,-1,.,.,34,28,27,13,32,23,32,28,31,24,-1,-1,23,19,37,28,17,10,28,24,54,55,34,27,40,31,13,13
'096904,67,50,.,.,.,.,.,.,60,50,-1,-1,59,47,73,55,54,46,.,.,67,50,44,44,50,30,-1,-1,67,50,61,50,-1,-1,.,.
'096905,-1,-1,.,.,.,.,.,.,70,60,-1,-1,57,43,-1,-1,-1,-1,.,.,-1,-1,71,71,-1,-1,.,.,83,67,75,63,-1,-1,.,.
'097902,38,38,-1,-1,-1,-1,.,.,41,39,-1,-1,29,24,48,52,33,42,.,.,-1,-1,37,30,27,13,8,17,43,39,42,38,41,41,-1,-1
'097903,80,80,.,.,.,.,.,.,58,51,-1,-1,56,44,57,52,75,75,.,.,80,80,59,50,78,56,-1,-1,54,46,56,53,64,45,.,.
'098901,40,20,.,.,.,.,.,.,66,63,.,.,42,50,53,58,50,17,.,.,40,20,85,69,36,18,-1,-1,75,90,68,55,60,80,-1,-1
'098903,-1,-1,.,.,.,.,.,.,30,40,.,.,29,43,20,40,13,25,.,.,-1,-1,40,40,0,17,-1,-1,-1,-1,25,25,-1,-1,.,.
'098904,50,40,.,.,-1,-1,.,.,58,46,.,.,47,38,64,60,54,43,.,.,50,40,52,33,38,31,-1,-1,63,50,60,48,50,40,-1,-1
'099902,-1,-1,.,.,.,.,-1,-1,18,27,.,.,0,13,14,29,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,14,29,17,33,20,20,.,.
