DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'161925,.,.,.,.,.,.,.,.,47,53,.,.,42,58,60,60,-1,-1,.,.,.,.,40,50,-1,-1,-1,-1,42,42,60,60,20,40,.,.
'162904,.,.,.,.,.,.,.,.,40,55,.,.,38,38,44,67,40,40,.,.,.,.,36,45,60,60,-1,-1,40,60,42,53,-1,-1,.,.
'163901,33,33,.,.,.,.,.,.,46,46,.,.,32,35,43,43,40,40,-1,-1,33,33,48,49,24,20,50,36,56,60,43,46,53,47,-1,-1
'163902,-1,-1,.,.,.,.,.,.,52,58,.,.,27,45,56,67,40,73,.,.,-1,-1,46,46,25,33,-1,-1,63,44,52,56,-1,-1,-1,-1
'163903,38,25,-1,-1,.,.,.,.,18,27,.,.,15,19,15,32,18,25,.,.,38,25,24,20,12,20,0,13,25,38,22,30,10,20,-1,-1
'163904,-1,-1,-1,-1,.,.,.,.,35,29,.,.,27,22,31,25,34,25,.,.,-1,-1,41,35,16,14,29,18,38,42,35,31,38,13,14,29
'163908,43,43,67,56,-1,-1,-1,-1,48,51,46,46,38,43,43,53,39,43,-1,-1,43,43,53,50,35,28,23,21,61,64,50,54,43,45,54,46
'164901,-1,-1,.,.,.,.,.,.,32,43,.,.,21,29,25,50,20,30,.,.,-1,-1,36,40,9,18,-1,-1,42,54,28,47,-1,-1,-1,-1
'165802,-1,-1,.,.,.,.,.,.,50,52,60,60,38,34,55,52,47,50,-1,-1,-1,-1,43,52,40,45,-1,-1,50,57,48,52,63,50,-1,-1
'165901,42,45,55,47,53,57,-1,-1,41,39,28,30,29,30,40,41,36,35,-1,-1,39,43,42,37,28,27,27,29,54,49,40,39,44,39,28,28
'165902,24,24,-1,-1,.,.,.,.,38,38,-1,-1,28,22,36,43,35,33,.,.,18,18,40,33,15,12,20,0,41,43,39,40,33,31,-1,-1
'166901,53,47,-1,-1,-1,-1,.,.,41,40,17,25,40,38,40,40,46,42,.,.,53,47,42,39,45,38,38,25,46,44,41,39,44,44,-1,-1
'166902,-1,-1,.,.,.,.,.,.,71,57,-1,-1,67,50,63,63,80,60,.,.,-1,-1,83,50,80,60,-1,-1,80,100,67,58,-1,-1,.,.
'166903,-1,-1,-1,-1,.,.,.,.,35,35,-1,-1,26,32,15,31,22,22,.,.,-1,-1,54,38,18,27,-1,-1,40,47,26,32,57,43,.,.
'166904,32,32,-1,-1,-1,-1,.,.,32,39,20,20,22,28,27,39,30,32,.,.,9,9,37,39,16,14,20,20,36,53,33,40,29,33,-1,-1
'166905,50,38,-1,-1,.,.,.,.,39,37,.,.,30,22,56,61,35,29,.,.,50,38,25,15,38,31,-1,-1,45,45,28,28,62,54,-1,-1
'166907,.,.,.,.,.,.,.,.,20,20,.,.,14,0,17,0,17,17,.,.,.,.,-1,-1,.,.,.,.,-1,-1,17,0,-1,-1,-1,-1
'167901,-1,-1,.,.,.,.,.,.,83,80,.,.,80,70,75,75,77,62,.,.,-1,-1,89,84,71,71,-1,-1,86,91,83,76,83,100,-1,-1
'167902,.,.,.,.,.,.,.,.,80,80,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'167904,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
'168901,.,.,.,.,.,.,.,.,32,21,-1,-1,23,10,36,24,23,19,.,.,.,.,29,18,16,16,10,10,44,24,22,22,53,18,-1,-1
'168902,-1,-1,.,.,.,.,.,.,29,21,-1,-1,31,15,29,14,33,17,.,.,-1,-1,29,29,-1,-1,-1,-1,14,29,18,18,-1,-1,.,.
'168903,.,.,-1,-1,.,.,.,.,63,44,.,.,60,0,50,33,80,40,.,.,.,.,70,50,-1,-1,-1,-1,60,50,67,44,57,43,-1,-1
'169901,44,44,33,22,-1,-1,.,.,46,35,-1,-1,34,26,46,32,40,28,.,.,44,44,46,39,25,9,31,25,51,40,47,36,43,33,-1,-1
'169902,33,25,-1,-1,.,.,.,.,36,38,-1,-1,33,28,23,45,38,38,.,.,33,25,45,32,30,22,33,33,34,38,36,36,38,50,-1,-1
'169906,.,.,-1,-1,.,.,.,.,15,31,.,.,18,36,0,25,-1,-1,.,.,.,.,40,40,-1,-1,-1,-1,25,25,20,20,13,38,.,.
'169908,.,.,.,.,.,.,.,.,41,35,.,.,43,14,22,33,-1,-1,.,.,.,.,63,38,-1,-1,-1,-1,38,38,29,0,50,60,.,.
'169909,.,.,.,.,.,.,.,.,25,25,.,.,20,20,-1,-1,-1,-1,.,.,.,.,40,40,-1,-1,-1,-1,33,33,17,17,-1,-1,.,.
'169910,.,.,.,.,.,.,.,.,25,38,.,.,20,20,40,60,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,29,43,20,20,-1,-1,.,.
'169911,-1,-1,.,.,.,.,.,.,39,61,.,.,25,63,-1,-1,-1,-1,.,.,-1,-1,43,57,-1,-1,-1,-1,40,53,30,60,50,63,.,.
'170801,93,87,.,.,-1,-1,.,.,79,76,71,71,79,76,76,71,88,88,.,.,93,86,80,80,81,78,-1,-1,.,.,95,95,60,55,.,.
'170902,48,36,66,59,86,76,62,31,60,54,41,37,41,35,59,57,49,43,48,52,43,31,61,51,36,27,29,26,69,63,61,54,58,54,56,52
'170903,54,42,75,65,86,57,.,.,61,58,29,43,42,43,60,61,51,44,-1,-1,45,35,62,54,32,29,49,43,63,61,63,58,57,58,33,33
'170904,52,34,45,45,-1,-1,.,.,45,37,29,23,39,30,46,40,47,34,-1,-1,50,29,44,35,31,19,20,17,45,40,47,39,36,33,44,38
'170906,35,27,24,41,67,56,-1,-1,42,39,6,18,34,28,39,39,35,28,-1,-1,35,26,46,40,27,20,25,21,49,47,41,38,46,45,24,24
'170907,40,28,60,60,-1,-1,.,.,32,30,-1,-1,32,29,27,35,34,27,.,.,40,26,36,25,34,23,28,28,30,30,33,31,26,26,0,0
'170908,33,29,50,54,81,67,100,50,41,38,32,43,36,31,39,40,34,31,-1,-1,33,30,43,36,31,27,22,19,50,46,41,37,42,41,57,36
'171901,45,31,-1,-1,45,35,.,.,47,38,-1,-1,44,32,44,39,45,34,-1,-1,43,29,51,36,43,28,32,24,65,56,49,38,35,38,75,25
'171902,29,7,.,.,.,.,.,.,55,38,.,.,45,27,58,37,44,24,.,.,33,8,52,39,36,14,29,14,71,59,53,38,63,38,.,.
'172902,55,55,11,22,.,.,.,.,35,29,25,25,36,30,29,23,53,32,.,.,55,55,41,35,28,22,20,20,40,35,38,30,25,25,-1,-1
'172905,60,50,-1,-1,-1,-1,.,.,57,55,25,38,50,52,53,57,60,50,.,.,60,50,60,53,41,35,43,43,66,63,63,63,33,25,-1,-1
'173901,.,.,.,.,.,.,.,.,50,50,.,.,63,50,60,40,-1,-1,.,.,.,.,40,60,-1,-1,-1,-1,29,57,50,50,-1,-1,.,.
'174801,-1,-1,-1,-1,-1,-1,.,.,81,81,-1,-1,-1,-1,80,80,78,67,.,.,-1,-1,82,82,67,72,-1,-1,82,86,76,82,100,75,-1,-1
'174901,-1,-1,-1,-1,.,.,.,.,39,39,-1,-1,36,32,15,31,40,20,.,.,-1,-1,56,44,13,6,17,17,40,45,42,38,29,43,-1,-1
'174902,-1,-1,-1,-1,.,.,.,.,36,58,-1,-1,32,52,35,65,43,43,.,.,-1,-1,38,50,23,38,43,57,38,67,35,62,40,50,-1,-1
'174903,-1,-1,.,.,-1,-1,.,.,37,35,13,0,24,26,36,32,55,36,-1,-1,-1,-1,38,38,18,12,17,17,31,41,34,32,46,46,.,.
'174904,34,31,27,18,.,.,.,.,34,33,25,29,32,31,30,30,35,31,.,.,33,30,40,37,28,26,27,23,58,55,34,34,34,28,17,17
'174906,-1,-1,.,.,.,.,.,.,54,54,.,.,54,42,58,54,40,40,.,.,-1,-1,47,53,43,29,-1,-1,56,56,58,62,46,38,.,.
'174908,60,40,-1,-1,-1,-1,.,.,72,63,67,50,71,55,68,61,75,58,.,.,60,40,75,63,44,26,29,14,70,67,70,66,79,50,-1,-1
'174909,-1,-1,-1,-1,.,.,.,.,38,33,-1,-1,25,25,38,46,20,40,.,.,-1,-1,36,18,25,17,-1,-1,53,40,47,47,14,0,.,.
'174910,.,.,.,.,.,.,.,.,31,62,.,.,33,67,-1,-1,-1,-1,.,.,.,.,20,60,-1,-1,-1,-1,33,67,20,60,38,63,-1,-1
'174911,-1,-1,-1,-1,.,.,.,.,57,43,.,.,50,36,42,27,-1,-1,-1,-1,-1,-1,69,53,-1,-1,-1,-1,52,38,54,42,-1,-1,-1,-1
'175902,0,11,-1,-1,.,.,-1,-1,30,33,-1,-1,21,26,26,39,13,19,.,.,0,11,32,29,6,11,-1,-1,41,41,30,30,27,45,.,.
'175903,37,21,18,29,-1,-1,23,15,37,30,16,18,32,22,31,29,38,23,-1,-1,36,21,42,31,27,19,31,31,52,53,37,30,33,28,17,0
'175904,-1,-1,-1,-1,.,.,.,.,58,31,-1,-1,63,37,25,8,-1,-1,.,.,-1,-1,86,50,40,20,57,43,65,40,68,32,-1,-1,.,.
'175905,46,23,-1,-1,.,.,.,.,54,28,.,.,45,15,50,25,43,21,.,.,42,17,57,30,45,14,-1,-1,63,33,53,30,56,22,-1,-1
'175907,-1,-1,-1,-1,.,.,.,.,39,24,22,11,43,30,56,25,54,31,.,.,-1,-1,30,23,21,7,0,0,43,29,43,27,31,19,-1,-1
'175910,-1,-1,-1,-1,-1,-1,.,.,52,43,.,.,37,26,57,52,33,50,.,.,-1,-1,48,36,35,24,-1,-1,57,43,61,45,31,38,.,.
'175911,63,44,-1,-1,.,.,.,.,65,39,.,.,59,37,61,30,65,41,.,.,50,38,68,45,53,37,20,20,69,38,61,39,80,40,.,.
'176901,.,.,-1,-1,.,.,.,.,43,29,-1,-1,42,25,38,25,.,.,.,.,.,.,50,33,-1,-1,-1,-1,60,40,44,44,40,0,.,.
'176902,.,.,-1,-1,-1,-1,.,.,23,24,8,8,14,12,14,24,-1,-1,.,.,.,.,30,24,11,5,-1,-1,32,32,24,22,19,29,-1,-1
'176903,.,.,-1,-1,.,.,.,.,45,52,.,.,45,55,50,38,-1,-1,.,.,.,.,40,67,-1,-1,17,33,39,50,50,55,36,45,-1,-1
'177901,0,14,-1,-1,.,.,.,.,24,18,-1,-1,9,0,21,26,16,12,.,.,0,14,26,13,5,5,20,0,36,27,29,24,8,0,-1,-1
'177902,-1,-1,38,50,-1,-1,.,.,49,37,50,0,44,25,45,35,42,28,.,.,-1,-1,52,39,28,24,29,31,57,50,48,37,53,37,-1,-1
'177903,.,.,.,.,.,.,.,.,36,18,.,.,17,17,17,17,-1,-1,-1,-1,.,.,60,20,.,.,-1,-1,33,22,36,18,.,.,.,.
'177905,.,.,.,.,.,.,.,.,75,75,.,.,-1,-1,71,71,60,60,.,.,.,.,78,78,57,43,-1,-1,82,82,63,63,88,88,.,.
'178801,-1,-1,.,.,-1,-1,.,.,7,13,-1,-1,7,14,0,0,9,18,.,.,-1,-1,14,29,9,18,-1,-1,-1,-1,0,14,13,13,.,.
'178807,.,.,-1,-1,.,.,.,.,29,59,.,.,-1,-1,17,58,0,36,.,.,.,.,60,60,.,.,.,.,-1,-1,50,60,0,57,.,.
'178808,.,.,-1,-1,-1,-1,.,.,47,63,.,.,.,.,46,73,36,64,.,.,.,.,48,55,36,27,30,50,53,63,45,62,50,64,-1,-1
'178901,.,.,.,.,.,.,.,.,33,43,.,.,33,43,10,50,33,39,.,.,.,.,55,36,35,35,-1,-1,-1,-1,35,41,-1,-1,.,.
'178902,100,80,.,.,-1,-1,.,.,63,49,-1,-1,61,46,68,53,59,45,.,.,100,80,60,47,56,42,50,43,81,63,68,47,48,57,-1,-1
'178903,43,43,60,40,-1,-1,.,.,60,58,17,17,54,55,63,63,53,53,-1,-1,43,43,58,54,21,28,25,31,78,70,62,57,55,60,50,33
'178904,47,33,67,67,93,84,-1,-1,48,43,50,42,40,34,47,47,44,39,-1,-1,47,34,49,39,29,18,31,26,63,60,48,42,51,48,47,47
'178905,.,.,.,.,.,.,.,.,57,54,-1,-1,52,52,42,42,56,52,.,.,.,.,69,63,-1,-1,-1,-1,-1,-1,52,48,80,80,-1,-1
'178906,-1,-1,.,.,-1,-1,.,.,61,59,-1,-1,50,50,53,58,60,56,.,.,-1,-1,68,59,-1,-1,80,80,63,60,62,54,60,67,-1,-1
'178908,.,.,-1,-1,-1,-1,.,.,46,27,.,.,33,27,22,0,-1,-1,.,.,.,.,59,41,20,0,-1,-1,55,25,50,38,40,10,.,.
'178909,73,73,.,.,.,.,.,.,46,32,-1,-1,44,29,48,37,46,32,.,.,73,73,43,26,34,19,30,26,-1,-1,45,31,50,38,-1,-1
'178912,53,53,-1,-1,.,.,.,.,42,49,-1,-1,31,40,40,51,38,45,.,.,53,53,44,47,40,44,42,38,56,63,44,50,37,43,11,33
'178913,-1,-1,.,.,.,.,.,.,63,45,.,.,59,41,56,53,60,45,.,.,-1,-1,72,34,52,28,57,29,86,43,70,50,47,32,-1,-1
'178914,41,45,68,53,43,43,-1,-1,52,43,70,60,43,35,55,47,44,35,-1,-1,39,50,49,38,31,22,29,23,59,49,54,44,47,39,57,43
'178915,44,33,-1,-1,.,.,.,.,47,39,31,31,48,40,39,35,49,41,.,.,44,33,54,43,31,19,47,27,-1,-1,49,39,38,38,-1,-1
'179901,35,38,.,.,-1,-1,.,.,44,40,.,.,39,34,41,42,36,36,.,.,33,37,50,38,34,35,17,17,62,49,44,42,45,18,-1,-1
'180901,-1,-1,.,.,.,.,.,.,30,40,-1,-1,-1,-1,60,80,-1,-1,.,.,-1,-1,0,0,-1,-1,-1,-1,60,80,-1,-1,38,38,.,.
'180902,.,.,-1,-1,.,.,.,.,88,76,.,.,-1,-1,100,83,-1,-1,.,.,.,.,82,73,-1,-1,-1,-1,93,80,90,70,86,86,.,.
'180903,.,.,.,.,.,.,.,.,50,50,.,.,40,40,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,-1,-1,40,60,-1,-1,.,.
'180904,.,.,.,.,.,.,.,.,85,62,.,.,-1,-1,71,57,-1,-1,.,.,.,.,100,67,60,40,-1,-1,78,56,78,67,-1,-1,.,.
'181901,47,16,60,40,83,67,.,.,58,45,-1,-1,44,30,55,46,47,33,-1,-1,50,17,60,44,37,16,37,32,59,47,57,44,60,49,-1,-1
'181905,-1,-1,-1,-1,-1,-1,.,.,44,46,-1,-1,37,37,43,50,40,40,-1,-1,-1,-1,46,43,30,32,29,21,46,49,44,48,44,41,-1,-1
'181906,26,22,13,25,-1,-1,.,.,19,18,13,14,16,15,14,16,28,19,.,.,26,22,24,20,14,11,29,14,33,30,17,17,25,21,17,17
'181907,0,0,-1,-1,-1,-1,.,.,40,35,.,.,30,27,35,31,25,19,-1,-1,0,0,44,40,17,9,10,10,40,36,38,34,44,39,11,0
'181908,36,27,-1,-1,83,67,.,.,36,33,0,0,27,23,36,39,32,23,.,.,50,17,36,27,16,4,19,22,37,34,37,35,34,25,43,43
'182901,-1,-1,.,.,.,.,.,.,70,50,.,.,63,38,67,50,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,75,50,-1,-1,50,33,.,.
'182902,-1,-1,.,.,.,.,.,.,46,35,.,.,44,31,58,58,-1,-1,.,.,-1,-1,36,14,-1,-1,-1,-1,48,39,48,30,-1,-1,-1,-1
'182903,30,30,67,67,-1,-1,.,.,33,31,13,25,33,29,25,28,38,30,-1,-1,30,30,40,33,25,25,44,40,31,31,34,35,31,15,50,50
'182904,60,40,-1,-1,.,.,.,.,68,62,.,.,42,42,68,63,50,40,.,.,-1,-1,67,60,25,25,-1,-1,73,68,61,57,82,73,-1,-1
'182905,-1,-1,.,.,.,.,.,.,25,17,.,.,10,10,-1,-1,20,20,.,.,-1,-1,22,11,0,0,-1,-1,-1,-1,20,10,-1,-1,-1,-1
'182906,.,.,.,.,.,.,.,.,57,64,.,.,55,64,50,33,-1,-1,.,.,.,.,63,88,-1,-1,.,.,58,75,64,55,-1,-1,-1,-1
'183801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'183901,-1,-1,.,.,.,.,.,.,67,56,-1,-1,59,53,73,65,-1,-1,.,.,-1,-1,59,45,65,35,-1,-1,70,59,69,57,62,54,.,.
'183902,24,19,33,50,.,.,-1,-1,44,46,25,25,36,34,43,50,29,29,-1,-1,24,19,45,42,27,25,16,11,56,57,44,46,44,44,60,40
'183904,.,.,.,.,.,.,.,.,70,60,.,.,53,47,80,70,-1,-1,.,.,.,.,65,55,-1,-1,40,40,68,61,68,60,80,60,-1,-1
'184801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'184901,-1,-1,-1,-1,.,.,.,.,46,21,.,.,38,18,33,17,44,33,.,.,-1,-1,58,25,18,5,-1,-1,47,18,53,20,33,22,-1,-1
'184902,29,24,-1,-1,-1,-1,.,.,45,40,-1,-1,40,34,45,41,33,38,-1,-1,25,19,44,38,27,21,30,19,47,39,47,40,39,39,-1,-1
'184903,33,29,35,42,-1,-1,-1,-1,44,43,33,56,32,31,41,48,34,30,-1,-1,33,29,46,38,22,17,23,19,48,47,44,43,43,43,35,41
'184904,-1,-1,60,60,.,.,.,.,53,53,.,.,46,46,45,55,42,33,-1,-1,-1,-1,61,50,29,24,33,11,53,55,53,49,52,59,.,.
'184907,32,26,65,76,-1,-1,.,.,71,65,-1,-1,49,37,70,68,63,53,40,40,24,24,72,61,34,32,26,24,73,67,74,68,63,57,63,25
'184908,-1,-1,-1,-1,.,.,.,.,55,44,.,.,33,19,61,49,50,44,.,.,-1,-1,50,39,23,14,33,17,55,42,53,44,60,43,-1,-1
'184909,.,.,.,.,.,.,.,.,66,63,.,.,60,60,60,65,50,42,.,.,.,.,72,60,48,48,40,60,68,65,72,64,55,61,83,67
'184911,-1,-1,-1,-1,.,.,.,.,58,42,.,.,55,18,67,56,80,40,.,.,-1,-1,50,30,20,20,-1,-1,46,46,60,40,-1,-1,.,.
'185901,36,18,.,.,.,.,.,.,16,14,.,.,18,15,6,18,18,15,.,.,29,0,25,10,13,0,20,20,-1,-1,12,12,27,18,-1,-1
'185902,50,25,.,.,.,.,.,.,52,36,.,.,45,32,48,43,41,26,.,.,50,25,57,29,31,19,17,33,71,53,49,31,80,80,-1,-1
'185903,44,29,.,.,.,.,.,.,51,38,.,.,45,33,50,29,50,37,.,.,40,27,53,45,40,29,33,33,63,50,50,33,56,56,-1,-1
'185904,-1,-1,.,.,.,.,.,.,31,69,.,.,13,50,22,67,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,44,67,27,64,-1,-1,-1,-1
'186901,-1,-1,.,.,.,.,.,.,67,50,.,.,-1,-1,71,57,60,50,.,.,-1,-1,60,40,-1,-1,.,.,-1,-1,67,56,-1,-1,.,.
'186902,33,5,-1,-1,.,.,.,.,52,40,-1,-1,47,33,41,36,51,39,.,.,33,5,63,44,42,25,60,53,59,47,53,42,48,31,60,40
'186903,14,14,.,.,.,.,.,.,35,24,-1,-1,14,10,33,27,26,15,.,.,0,0,36,23,17,9,17,33,67,56,34,26,-1,-1,-1,-1
'187901,.,.,.,.,.,.,.,.,42,33,-1,-1,33,22,36,27,20,20,33,17,.,.,45,36,20,20,-1,-1,52,43,44,33,33,33,.,.
'187903,-1,-1,.,.,.,.,.,.,29,29,-1,-1,29,21,30,40,43,29,.,.,-1,-1,29,14,-1,-1,-1,-1,22,33,25,25,33,33,.,.
'187904,50,42,.,.,.,.,.,.,36,25,20,20,35,25,39,29,40,32,-1,-1,50,42,32,20,23,15,33,33,42,17,39,26,14,14,-1,-1
'187906,.,.,-1,-1,.,.,.,.,14,29,-1,-1,14,29,29,43,-1,-1,.,.,.,.,0,14,-1,-1,-1,-1,0,17,11,11,20,60,-1,-1
'187907,45,37,38,75,-1,-1,-1,-1,46,37,33,30,40,35,44,35,42,35,.,.,45,37,48,39,39,33,38,39,50,37,44,36,54,39,67,33
'187910,-1,-1,-1,-1,-1,-1,.,.,76,53,-1,-1,72,51,70,52,86,86,.,.,-1,-1,81,54,63,34,20,20,76,49,82,52,60,55,-1,-1
'188901,43,40,51,41,47,41,-1,-1,48,44,27,25,41,36,46,45,45,41,78,67,43,40,50,42,34,29,31,25,58,53,48,44,46,43,35,37
'188902,29,14,-1,-1,.,.,.,.,39,32,-1,-1,38,32,37,34,26,26,.,.,29,14,40,30,25,15,44,33,40,35,36,28,44,38,-1,-1
'188903,-1,-1,-1,-1,-1,-1,.,.,36,50,.,.,42,48,39,64,35,40,.,.,-1,-1,32,32,35,26,20,10,35,58,38,47,31,56,-1,-1
'188904,.,.,40,60,.,.,.,.,45,53,-1,-1,31,34,44,56,42,47,-1,-1,.,.,45,51,19,22,8,15,44,53,42,55,50,50,40,60
'189901,-1,-1,-1,-1,-1,-1,.,.,39,44,.,.,36,36,30,30,31,31,.,.,-1,-1,50,63,-1,-1,-1,-1,-1,-1,45,45,29,43,.,.
'189902,29,22,.,.,-1,-1,.,.,33,28,.,.,30,24,46,34,33,28,.,.,29,22,23,23,28,22,-1,-1,-1,-1,33,27,33,33,-1,-1
'190903,10,20,-1,-1,-1,-1,.,.,29,34,-1,-1,19,24,24,25,5,14,-1,-1,10,20,33,42,18,23,4,13,34,39,27,35,32,32,-1,-1
'191901,44,40,59,53,73,73,-1,-1,61,53,61,61,45,35,60,56,53,42,-1,-1,35,35,62,51,29,22,26,19,63,56,62,54,57,52,81,69
'192901,-1,-1,.,.,.,.,.,.,65,65,-1,-1,56,56,75,71,59,56,.,.,-1,-1,54,58,57,54,-1,-1,77,85,64,62,67,83,-1,-1
'193801,-1,-1,-1,-1,.,.,.,.,10,10,.,.,14,14,-1,-1,-1,-1,.,.,-1,-1,17,17,0,0,-1,-1,0,0,0,0,20,20,.,.
'193902,.,.,-1,-1,.,.,.,.,53,37,.,.,50,30,67,67,60,40,.,.,.,.,46,23,-1,-1,-1,-1,54,38,56,38,-1,-1,-1,-1
'194902,-1,-1,-1,-1,.,.,.,.,74,46,-1,-1,65,35,80,40,-1,-1,-1,-1,-1,-1,71,50,100,50,40,20,81,60,83,59,56,22,-1,-1
'194903,50,67,20,20,-1,-1,.,.,42,29,-1,-1,41,19,57,52,50,36,.,.,50,67,28,8,33,44,-1,-1,36,24,43,24,36,45,-1,-1
'194904,40,20,-1,-1,.,.,.,.,56,26,60,20,50,23,56,31,56,33,.,.,40,20,55,18,43,10,-1,-1,-1,-1,50,30,71,14,-1,-1
'194905,.,.,-1,-1,.,.,.,.,46,54,0,0,43,52,39,56,.,.,.,.,.,.,53,53,14,7,-1,-1,52,61,43,50,57,71,60,40
'195901,50,22,.,.,-1,-1,.,.,43,30,-1,-1,39,23,39,39,41,28,-1,-1,50,22,46,21,30,13,19,7,55,45,42,31,46,24,-1,-1
'195902,.,.,.,.,.,.,.,.,43,43,.,.,33,33,-1,-1,33,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,33,33,-1,-1,.,.
'196901,.,.,.,.,.,.,.,.,60,80,.,.,-1,-1,60,80,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,60,80,.,.,-1,-1
'196902,.,.,.,.,.,.,.,.,41,34,-1,-1,41,34,36,43,44,39,.,.,.,.,47,27,33,27,-1,-1,33,22,42,33,40,40,-1,-1
'196903,-1,-1,.,.,.,.,.,.,58,40,-1,-1,55,38,58,32,54,46,.,.,-1,-1,58,46,45,18,-1,-1,60,33,56,39,-1,-1,-1,-1
'197902,.,.,.,.,.,.,.,.,36,45,.,.,-1,-1,25,50,.,.,.,.,.,.,-1,-1,.,.,.,.,36,45,40,40,-1,-1,-1,-1
'198901,-1,-1,-1,-1,-1,-1,.,.,64,62,-1,60,52,63,67,71,63,63,.,.,-1,-1,60,50,33,30,-1,-1,64,64,64,59,63,75,-1,-1
'198902,-1,-1,.,.,.,.,.,.,0,22,0,29,0,22,0,17,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,0,20,-1,-1,.,.
'198903,78,22,60,20,-1,-1,.,.,68,52,33,17,50,35,63,50,63,38,.,.,-1,-1,74,53,38,32,44,33,72,62,67,52,75,50,-1,-1
'198905,30,30,-1,-1,.,.,.,.,32,27,25,30,32,27,44,38,32,26,.,.,30,30,25,21,24,17,18,18,-1,-1,29,26,50,33,.,.
'198906,80,70,-1,-1,.,.,.,.,82,87,.,.,80,83,88,84,71,76,.,.,71,57,71,93,75,69,-1,-1,94,100,83,89,-1,-1,.,.
'199901,49,38,61,64,67,61,.,.,63,57,39,37,42,37,62,59,51,47,38,38,47,36,65,55,41,32,40,41,71,63,64,57,62,57,67,42
'199902,44,32,61,50,73,64,.,.,55,42,29,29,44,29,52,44,49,35,-1,-1,40,26,57,40,35,20,31,27,59,46,55,42,53,41,0,0
'200901,-1,-1,.,.,-1,-1,.,.,38,45,-1,-1,33,48,34,47,25,38,.,.,-1,-1,42,42,38,25,67,67,52,52,39,43,36,50,-1,-1
'200902,-1,-1,.,.,.,.,.,.,81,70,.,.,82,55,78,89,77,54,.,.,-1,-1,83,61,82,55,-1,-1,86,86,79,71,-1,-1,-1,-1
'200904,-1,-1,.,.,.,.,.,.,62,62,.,.,50,50,56,56,38,46,.,.,-1,-1,69,69,33,17,.,.,81,75,59,64,71,57,-1,-1
'200906,.,.,.,.,.,.,.,.,50,33,.,.,60,40,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'201902,47,36,33,20,-1,-1,.,.,50,42,29,22,40,30,51,44,44,30,-1,-1,47,35,49,40,41,31,34,26,65,62,51,42,48,41,-1,-1
'201903,-1,-1,-1,-1,.,.,.,.,25,88,-1,-1,29,86,17,83,-1,-1,.,.,-1,-1,-1,-1,33,83,.,.,-1,-1,25,88,.,.,.,.
'201904,33,0,.,.,.,.,.,.,38,23,.,.,38,23,50,17,38,25,.,.,33,0,29,29,43,0,-1,-1,40,20,44,33,-1,-1,.,.
'201907,-1,-1,-1,-1,.,.,.,.,35,48,-1,-1,25,44,30,40,-1,-1,-1,-1,-1,-1,38,54,-1,-1,-1,-1,41,47,29,43,44,56,-1,-1
'201908,.,.,-1,-1,.,.,.,.,44,37,-1,-1,53,40,33,33,-1,-1,.,.,.,.,53,40,-1,-1,20,20,52,43,38,33,67,50,-1,-1
'201910,85,55,-1,-1,.,.,-1,-1,76,59,60,60,75,55,76,52,87,58,.,.,85,55,77,66,74,52,40,60,76,59,77,57,69,69,-1,-1
'201913,50,38,-1,.,.,.,.,.,47,31,-1,-1,37,21,37,26,50,38,-1,-1,50,38,59,38,38,25,-1,-1,56,31,48,31,44,33,-1,-1
'201914,50,28,-1,-1,.,.,.,.,42,33,20,10,35,23,48,45,45,27,.,.,50,28,35,23,34,23,14,14,46,46,38,33,50,33,-1,-1
